party_id,position,eu_salience,lrecon,lrecon_salience,galtan,galtan_salience,lrgen,immigrate_policy,immigra_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,redistribution,redist_salience,environment,enviro_salience,spendvtax,deregulation,econ_interven,civlib_laworder,sociallifestyle,religious_principles,ethnic_minorities,nationalism,urban_rural,protectionism,regions,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership
1101,2.0,10.0,7.0,6.0,7.0,6.0,7.0,7.5,8.5,3.0,6.5,6.5,3.0,6.0,6.0,6.0,4.0,6.0,7.5,6.0,7.0,4.0,6.0,6.0,7.5,6.5,3.0,6.5,6.0,5.0,7.0,0.5,8.0
1102,4.0,6.5,2.0,8.0,2.0,5.5,2.0,3.5,5.0,5.0,3.0,3.5,4.0,2.0,8.5,3.5,6.0,2.0,1.0,1.0,3.0,1.5,3.0,2.0,3.0,3.0,6.0,4.0,2.5,5.0,5.0,1.0,5.0
1104,7.0,10.0,4.5,5.0,2.0,6.0,4.0,2.0,5.0,2.0,2.5,6.0,2.0,4.0,6.0,3.0,6.0,4.0,4.0,4.0,2.0,1.0,3.0,2.5,2.0,3.0,3.0,3.0,1.5,5.0,3.0,2.0,4.0
1105,7.0,9.0,3.0,6.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0,4.5,2.0,3.0,6.0,3.0,6.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.5,4.5,1.0,2.0,7.0,6.0,0.0,6.0
1106,6.0,10.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,5.0,2.5,3.0,6.0,3.0,6.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,6.0,1.0,2.0,5.0,5.0,1.0,5.5
1107,7.0,9.0,2.5,5.0,1.0,7.5,2.0,1.5,5.0,2.0,2.0,6.0,1.0,2.0,7.0,0.5,9.5,1.5,2.0,2.0,1.0,0.5,2.5,2.0,1.0,3.0,6.0,2.0,1.0,7.0,4.5,1.0,3.0
1108,1.0,10.0,7.5,2.5,8.0,7.0,8.5,10.0,9.5,0.5,9.5,9.5,0.5,6.0,2.5,9.0,1.0,6.5,7.5,7.0,9.5,7.0,7.0,8.0,10.0,7.0,3.0,7.0,7.0,10.0,10.0,0.0,9.5
1110,2.0,7.0,5.5,6.0,9.0,8.0,8.0,9.0,7.0,2.0,8.0,6.0,3.0,5.0,4.0,7.0,3.0,7.0,6.0,7.0,8.0,10.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,5.5,6.0,1.0,8.0
1201,2.0,5.0,1.0,8.0,3.0,6.0,1.0,3.0,6.0,2.0,2.0,7.0,2.0,1.0,8.0,2.0,7.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,6.5,7.5,10.0,2.0,2.0,8.0,7.0,7.0,9.0
1202,6.0,6.0,9.0,7.0,10.0,7.0,9.0,8.0,7.0,3.0,7.0,6.0,4.0,6.0,6.0,5.0,5.0,8.0,8.0,9.0,8.0,8.0,8.0,7.5,7.5,7.0,2.0,5.0,5.0,2.5,7.0,7.0,7.0
1205,7.0,8.0,4.0,8.5,4.0,5.0,4.0,4.0,6.0,3.0,4.0,7.0,3.5,4.0,7.5,3.5,5.5,4.0,5.0,5.0,4.0,3.0,3.5,2.0,3.0,5.0,4.0,5.0,2.0,3.0,2.5,6.5,7.0
1206,7.0,7.0,7.0,8.0,8.0,5.0,6.5,6.5,6.0,3.0,6.0,6.0,3.0,6.0,7.0,4.5,6.0,7.0,6.5,7.0,6.5,6.0,6.0,5.0,5.0,5.0,3.5,4.0,1.5,2.5,3.0,6.5,7.0
1208,5.0,6.0,1.0,8.0,1.0,8.0,1.0,2.0,6.0,2.5,2.0,7.0,2.0,2.0,9.0,1.0,8.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,2.0,3.5,7.0,4.0,2.0,7.0,6.0,10.0,5.0
1210,2.0,6.0,1.0,8.0,3.0,6.0,1.0,2.5,6.0,1.5,2.0,7.0,2.5,1.0,8.0,2.0,7.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,6.5,7.5,10.0,2.0,2.0,8.0,7.0,7.0,9.0
1211,2.0,5.0,1.0,8.0,2.0,8.0,1.0,3.0,6.0,2.0,2.0,7.0,2.0,1.0,7.0,1.0,8.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,6.5,7.5,9.0,3.0,1.0,8.0,7.0,7.0,8.0
1250,2.5,3.0,2.0,3.5,1.5,8.5,1.5,4.0,1.5,,3.0,2.5,,2.0,4.0,1.0,8.5,2.5,3.5,2.0,1.5,2.5,0.5,3.0,5.5,7.0,7.0,4.0,1.0,8.0,8.5,8.0,8.5
1301,6.0,6.0,3.0,7.0,4.0,3.0,4.0,5.0,5.0,7.0,4.0,5.0,6.0,3.0,8.0,5.0,5.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,2.0,4.0,8.0
1302,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,4.0,8.0,9.0,2.0,6.0,6.0,7.0,3.0,8.0,8.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,4.0,4.0,8.0,4.0,3.0,3.0,9.0
1303,2.0,6.0,6.0,4.0,9.0,8.0,9.0,10.0,10.0,0.0,10.0,10.0,0.0,5.0,6.0,8.0,2.0,7.0,6.0,6.0,9.0,8.0,5.0,9.0,10.0,5.0,7.0,5.0,10.0,8.0,8.0,5.0,9.0
1304,6.0,7.0,3.0,5.0,2.0,7.0,2.0,3.0,6.0,2.0,2.0,7.0,2.0,3.0,6.0,1.0,10.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,5.5,1.0,6.0,3.0,8.0,5.0
1306,7.0,7.0,8.0,8.0,2.0,7.0,6.0,4.0,5.0,2.0,3.0,5.0,2.5,7.0,7.0,5.0,6.0,8.0,9.0,8.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,8.0,1.0,5.5,3.0,8.0,6.0
1401,6.0,7.0,3.0,8.5,3.0,6.5,3.0,4.0,5.0,4.5,4.0,5.5,4.5,2.0,9.0,4.0,7.0,2.0,3.0,2.5,4.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,0.0,2.5,1.0,2.0,6.0
1402,6.5,7.0,8.0,9.0,5.0,5.0,7.5,3.5,5.5,5.0,6.0,5.5,6.0,6.5,7.0,6.0,6.0,7.5,8.0,7.0,6.0,4.0,5.0,5.0,3.0,2.5,2.0,5.0,0.5,2.0,1.0,1.0,7.0
1403,5.0,5.0,6.0,7.5,7.0,5.0,6.0,5.5,5.0,6.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,5.0,2.0,1.0,2.5,1.5,1.0,6.0
1404,5.0,5.0,1.5,7.0,1.5,8.0,1.0,2.0,6.5,4.0,3.0,7.0,3.5,0.5,9.5,2.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.5,6.0,5.0,0.0,5.0,2.5,3.0,4.0
1405,2.0,7.5,6.5,4.0,9.0,9.0,8.0,10.0,10.0,1.0,10.0,10.0,1.0,5.0,5.0,9.0,5.5,6.5,5.5,6.0,9.5,8.5,6.0,10.0,9.5,6.0,8.0,5.0,8.0,8.0,9.0,7.0,6.0
1406,7.0,7.0,6.0,6.0,3.0,8.0,6.0,2.0,7.0,2.0,3.0,7.0,2.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,2.0,2.5,1.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,6.0
1408,7.0,8.0,4.0,6.0,1.0,8.5,4.0,1.0,8.0,1.0,2.0,8.0,1.5,3.0,6.0,1.0,10.0,3.5,3.5,4.0,2.0,0.5,2.0,2.0,1.0,1.5,4.0,5.0,0.5,6.0,1.0,2.0,4.0
1409,4.0,5.0,5.5,6.5,9.0,8.5,7.0,6.0,6.0,3.0,6.5,6.0,3.0,5.0,6.5,6.0,5.0,5.0,6.0,5.5,5.0,8.5,10.0,6.0,6.5,5.0,5.0,4.5,4.0,4.0,2.0,6.0,5.5
1601,3.0,3.0,2.0,8.5,1.5,7.0,2.0,1.5,8.0,1.0,1.0,6.5,2.0,0.0,10.0,1.5,7.0,0.5,1.0,1.0,2.0,0.0,1.0,0.5,2.0,5.0,6.0,5.0,0.0,4.0,5.5,1.0,4.0
1602,6.0,4.0,4.0,7.0,5.0,5.0,4.0,6.0,6.0,7.0,5.0,7.0,7.0,3.0,7.5,5.0,6.0,3.0,4.0,4.0,6.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,2.5,2.0,1.0,7.0
1603,6.0,4.0,8.0,7.0,2.0,7.0,7.0,2.0,7.0,2.0,3.0,7.0,3.0,7.0,5.0,4.0,7.0,8.0,8.5,7.0,4.0,0.0,1.5,2.0,2.0,7.0,2.0,3.0,1.0,4.0,2.0,0.0,6.0
1604,7.0,8.0,7.0,7.0,3.0,6.0,7.0,4.0,6.0,4.0,4.0,7.0,3.0,6.0,5.0,5.0,5.0,7.5,8.0,7.0,6.0,1.0,1.0,4.0,3.0,4.0,2.0,5.0,1.0,3.0,2.0,0.0,6.5
1605,6.0,5.0,8.0,8.0,6.0,6.5,8.0,8.0,8.0,4.0,7.0,8.0,4.0,8.0,5.5,7.0,4.0,8.0,9.0,8.0,8.0,2.0,2.5,5.0,5.0,4.0,2.0,5.0,3.0,2.5,3.0,0.0,7.5
1606,6.0,3.5,7.0,6.0,7.0,8.0,8.0,8.0,8.0,4.5,7.0,7.5,4.0,6.0,5.0,6.5,4.0,6.5,8.0,7.0,8.0,6.0,6.0,5.5,6.0,5.0,4.0,5.0,4.0,3.0,3.0,0.0,7.0
1607,5.0,4.0,4.0,4.0,2.0,8.0,4.0,1.5,8.0,1.0,1.0,7.0,2.0,3.5,6.0,0.0,10.0,3.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,5.0,5.0,3.5,0.5,5.5,2.5,0.0,3.5
1610,2.0,5.0,6.0,3.0,9.0,10.0,9.0,10.0,10.0,0.0,10.0,10.0,0.0,5.0,4.0,7.0,2.5,5.0,5.0,5.0,10.0,7.5,3.0,10.0,10.0,7.0,6.0,5.0,9.0,6.0,9.0,2.0,9.0
2003,5.0,6.0,3.0,7.0,7.0,6.0,3.0,7.0,6.0,2.0,7.5,5.0,3.0,3.0,7.0,7.0,3.0,3.0,2.0,2.0,6.0,7.0,4.0,5.0,7.0,6.0,7.0,5.0,2.0,5.0,4.0,7.0,7.0
2004,6.0,7.5,5.0,7.0,7.0,6.0,5.0,6.0,4.0,1.0,4.0,4.5,1.0,4.0,5.0,7.0,3.0,5.0,4.0,4.0,4.0,5.0,4.5,0.0,5.0,7.0,6.0,4.0,4.0,3.0,4.0,3.0,10.0
2005,4.0,5.0,4.0,5.0,9.0,9.0,7.0,10.0,10.0,0.0,10.0,8.0,0.0,4.0,5.0,7.5,2.0,4.0,3.0,2.0,10.0,10.0,7.0,10.0,10.0,5.0,9.0,7.0,9.0,8.0,8.0,4.5,9.0
2007,2.0,3.0,2.0,5.0,10.0,9.0,9.0,10.0,9.0,1.0,10.0,8.0,1.0,2.0,7.0,8.0,2.0,3.5,2.0,2.0,10.0,10.0,8.0,10.0,10.0,5.0,9.0,7.0,9.0,8.0,9.0,7.0,10.0
2008,7.0,10.0,8.0,7.0,4.0,7.0,7.0,5.0,5.0,1.5,4.0,5.0,1.0,7.0,6.0,5.0,5.0,8.0,8.0,8.0,3.0,3.0,4.5,4.0,3.0,2.0,2.0,2.5,2.0,2.0,4.0,9.0,5.0
2010,7.0,8.5,6.0,8.0,6.0,5.0,6.0,7.0,5.0,2.0,6.0,5.0,2.0,6.0,4.5,6.0,3.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,4.0,6.0,2.0,3.0,2.0,6.0,9.0
2014,3.5,4.0,5.0,5.0,9.0,8.0,7.0,10.0,9.0,1.0,9.0,8.0,1.0,7.0,6.0,8.5,2.0,4.0,3.0,3.0,9.0,10.0,7.0,10.0,9.0,5.0,8.0,6.0,9.0,7.0,8.0,6.0,9.0
2017,3.0,4.0,5.5,6.0,9.0,3.0,5.0,8.0,5.0,1.0,7.0,4.0,1.0,6.0,4.0,8.0,3.0,6.0,5.0,5.0,7.0,8.0,5.0,7.0,8.0,4.0,8.0,5.5,5.0,7.0,8.0,5.0,9.0
2018,7.0,10.0,7.0,7.0,2.0,7.0,6.0,5.0,4.0,2.0,3.0,5.0,3.0,6.0,5.0,3.0,8.0,5.0,6.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.5,1.0,2.0,5.0,10.0,3.0
2019,3.5,3.5,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,9.0,9.0,7.0,9.0
2101,6.0,5.5,2.5,8.0,5.0,5.0,3.0,7.5,6.0,4.0,7.0,4.5,4.0,2.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,4.0,2.0,4.5,5.0,5.0,6.0,5.0,5.5,4.0,3.0,5.0,6.0
2102,3.0,6.0,8.0,8.5,7.0,6.0,8.0,8.5,7.0,2.0,8.5,5.5,2.0,8.0,7.5,8.5,3.0,8.0,8.0,8.0,5.5,7.0,5.0,6.0,8.0,3.0,3.0,6.0,6.0,1.5,3.0,6.0,7.0
2103,2.0,6.0,1.0,7.0,9.0,7.0,1.0,9.0,7.0,1.0,9.0,6.0,1.0,1.0,9.0,8.0,2.0,1.0,0.0,1.0,9.0,8.0,1.0,8.0,9.0,6.5,9.0,8.0,7.0,5.0,7.0,4.5,8.0
2104,6.0,6.0,5.0,6.0,8.0,8.0,6.0,7.0,6.0,3.0,8.0,5.0,2.0,4.0,6.0,6.0,3.5,4.5,5.0,5.0,6.0,8.0,9.0,5.5,6.0,8.0,6.0,4.5,5.0,3.0,3.0,6.0,7.0
2109,7.0,7.5,7.0,7.5,5.5,6.0,7.0,5.0,5.0,2.0,5.0,5.0,3.0,7.5,7.0,5.0,5.0,7.0,8.0,8.0,3.0,4.0,6.0,4.0,4.0,2.0,3.0,5.0,2.5,3.0,2.5,7.0,7.0
2111,5.0,5.0,4.0,8.0,5.5,5.0,5.0,8.0,7.0,1.0,8.0,5.0,2.0,3.0,7.0,7.5,2.0,4.0,5.0,4.0,7.0,5.0,3.0,6.0,6.0,5.0,5.5,7.0,6.0,3.0,6.5,7.0,10.0
2114,6.0,6.0,4.0,5.5,1.0,8.0,4.0,3.0,4.0,2.5,3.5,4.0,2.0,4.5,4.5,2.0,7.0,3.0,4.0,4.0,1.5,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.5,7.5,6.0,8.0,2.0
2115,1.0,8.0,4.0,4.0,10.0,9.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,4.0,6.0,9.0,2.0,4.0,4.0,4.0,10.0,10.0,4.0,10.0,10.0,6.0,9.0,7.0,10.0,10.0,9.0,9.0,10.0
2116,7.0,7.0,7.0,6.0,4.0,6.0,6.0,5.0,4.0,2.0,5.0,4.0,2.0,6.0,5.0,4.5,5.0,6.0,6.0,6.0,3.0,3.0,4.0,4.0,4.0,7.0,4.0,2.0,2.0,3.5,3.0,7.0,5.0
2201,5.0,6.0,7.5,6.0,8.0,7.0,8.0,7.5,7.0,3.0,8.0,7.0,2.0,6.5,5.0,6.0,3.5,6.0,7.0,7.0,7.0,8.0,6.5,8.0,8.5,5.5,6.0,5.0,4.0,5.0,3.0,4.5,7.0
2202,6.0,5.0,4.0,6.5,5.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,3.0,7.0,4.5,5.0,3.0,4.0,3.0,4.5,5.0,5.0,3.0,5.0,6.0,5.0,5.0,0.5,5.0,2.0,4.0,7.5
2203,7.0,8.0,7.0,8.0,3.0,7.0,6.0,3.0,5.0,3.0,4.0,4.0,3.0,7.0,6.0,6.0,4.0,7.0,8.0,8.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,5.0,0.0,3.0,1.0,4.0,7.0
2204,7.0,8.0,4.0,6.0,1.0,8.0,3.0,2.0,5.0,2.0,2.5,6.0,2.0,2.0,8.0,4.0,6.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,5.0,0.0,5.0,1.0,5.0,5.0
2209,2.0,7.0,5.5,4.5,9.5,10.0,9.0,10.0,9.5,1.0,9.0,8.5,1.0,5.0,5.0,6.5,3.0,5.5,5.0,5.0,9.0,10.0,6.5,8.5,10.0,7.0,9.0,5.0,7.0,9.5,9.0,6.5,9.0
2210,7.0,7.0,5.0,7.0,2.0,7.0,5.0,2.0,7.0,3.0,2.0,6.0,3.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,0.0,5.0,3.0,6.0,5.5
2301,6.0,9.0,3.0,7.0,4.0,5.5,3.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,7.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,8.0,6.0
2302,3.0,9.0,3.5,10.0,9.0,10.0,9.0,10.0,10.0,0.0,10.0,10.0,0.0,5.5,7.5,8.0,3.0,7.5,2.5,1.0,10.0,10.0,10.0,8.5,10.0,9.0,8.0,9.0,10.0,3.5,9.0,1.0,10.0
2308,3.0,5.0,5.0,6.5,8.5,9.0,8.5,10.0,7.0,2.0,9.0,8.0,2.0,4.5,7.0,6.0,4.0,5.0,4.0,3.0,9.0,9.0,7.5,7.5,10.0,7.5,7.5,7.5,8.0,5.5,7.0,10.0,7.0
2309,5.0,8.0,4.0,6.0,4.0,5.5,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,7.0,2.0,9.0,3.0,4.0,3.5,3.0,3.0,2.5,2.0,4.0,5.0,5.0,3.0,3.0,6.0,4.0,9.0,3.0
2310,6.0,9.0,4.0,8.0,1.0,8.0,2.0,3.0,7.0,3.0,2.0,6.0,3.0,3.0,6.0,4.0,7.0,3.0,4.0,6.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,6.0,7.0,9.0,8.0
2311,7.0,10.0,3.0,8.0,2.0,7.0,3.0,4.0,5.0,2.0,4.0,5.5,2.0,3.0,7.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.5,4.0,9.0,8.0
2314,7.0,10.0,5.5,8.0,2.0,8.0,3.0,3.0,6.0,2.5,3.0,6.0,2.0,5.0,6.0,3.0,7.5,3.0,6.5,6.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.5,3.5,10.0,3.0
2402,3.5,2.5,2.0,4.5,9.0,5.0,1.0,4.0,4.0,2.5,5.0,4.5,1.0,1.5,7.0,5.5,4.5,4.5,3.0,2.0,5.0,6.0,5.5,0.5,0.5,5.0,3.0,1.5,3.5,2.5,4.0,7.5,6.5
2405,5.0,5.0,5.0,6.5,7.0,6.0,6.0,7.5,5.0,3.0,7.5,5.5,3.0,6.5,4.0,5.5,3.0,5.0,4.0,6.0,6.5,7.0,5.0,6.5,8.0,9.5,8.0,1.5,4.0,2.5,5.0,2.5,7.5
2406,5.0,5.5,6.5,5.0,8.0,7.0,8.5,10.0,10.0,2.0,10.0,8.5,1.0,6.5,3.5,5.5,2.5,5.0,4.5,6.0,7.5,9.0,5.0,10.0,10.0,5.0,7.0,6.0,5.5,3.5,2.5,4.0,8.0
2410,6.0,5.0,3.0,6.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,2.5,3.0,7.0,6.0,2.0,4.0,3.0,2.0,6.0,7.0,5.0,1.0,3.0,4.0,4.5,4.0,0.0,3.0,6.0,2.0,9.0
2412,7.0,8.0,6.0,8.0,5.0,6.0,7.0,4.0,5.0,3.0,6.0,5.0,3.0,7.0,5.0,6.5,4.0,6.0,7.0,7.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,6.0,0.0,1.0,2.0,5.0,6.0
2414,5.0,6.5,7.0,6.0,6.0,5.0,6.5,7.5,5.0,3.5,6.5,3.5,3.0,5.5,4.0,6.0,4.0,5.0,6.0,6.0,4.5,5.0,5.0,6.0,6.5,8.0,7.0,2.5,2.5,4.0,6.0,6.0,6.0
2415,5.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,6.0,3.5,6.0,4.5,3.5,5.0,4.0,6.0,3.0,7.0,5.0,5.0,6.0,6.0,5.0,7.0,6.0,4.0,7.0,5.0,0.0,3.0,9.0,8.0,5.0
2416,5.5,4.5,6.5,5.0,7.0,6.0,7.5,8.0,5.0,3.0,7.0,5.0,3.0,5.5,3.5,7.0,1.0,5.0,6.0,5.5,7.5,6.5,6.0,7.0,7.0,5.0,6.0,6.0,2.0,4.5,7.5,9.5,8.5
2417,7.0,8.0,6.0,6.5,2.0,7.0,5.5,3.5,5.0,3.0,2.5,5.5,3.0,4.5,6.0,5.0,4.5,4.5,5.5,5.5,2.0,1.0,3.0,4.0,1.0,3.0,3.0,6.5,0.0,2.5,3.5,7.0,7.0
2501,7.0,7.5,2.5,8.0,3.0,6.0,2.0,4.0,4.5,3.0,5.0,4.5,4.0,2.5,8.5,4.5,5.0,2.5,3.0,2.0,3.0,2.5,2.5,4.0,3.0,4.5,5.0,5.0,1.0,3.5,2.5,6.5,6.5
2506,7.0,8.0,7.0,7.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,5.5,5.0,6.0,6.0,3.5,5.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,4.0,4.0,5.0,1.0,4.0,3.0,7.0,6.0
2507,6.0,5.0,3.5,8.0,8.0,7.0,6.0,6.5,5.0,5.0,7.0,5.0,3.5,5.5,6.5,5.0,3.0,5.0,3.5,3.0,7.0,8.0,7.0,6.0,8.0,9.0,7.0,3.5,1.0,6.5,6.5,5.5,9.0
2511,5.0,5.0,3.0,6.0,10.0,9.0,7.0,8.0,6.0,2.0,8.0,5.0,3.0,3.0,6.0,6.0,2.0,4.0,3.0,3.0,8.0,9.0,9.0,1.0,8.0,8.0,7.0,3.0,1.0,6.0,6.0,4.0,9.0
2515,3.0,5.0,4.0,5.0,9.0,8.0,5.0,8.0,7.0,3.5,8.0,6.0,4.0,3.0,7.0,7.0,2.0,4.0,5.0,3.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,5.0,7.0,7.0,7.0,8.0
2516,5.0,5.0,5.0,7.0,6.0,4.0,5.0,7.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,1.0,5.0,5.0,5.0,5.5,7.5,5.0,5.0,5.0,6.0,5.0,5.0,0.0,5.0,5.0,4.0,9.0
2518,7.0,7.0,8.0,8.0,2.0,7.0,7.0,3.0,5.0,2.5,4.5,4.0,2.0,7.0,7.0,6.0,3.0,8.0,8.0,8.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,2.0,5.0,6.0
2521,3.0,7.5,3.5,5.5,8.5,8.0,5.5,9.0,7.5,2.0,9.5,7.0,1.5,3.5,5.5,6.0,1.0,4.5,4.0,3.0,8.0,9.0,7.5,7.0,9.0,6.5,8.5,5.0,5.0,7.5,9.0,7.5,9.0
2522,6.5,5.5,4.5,4.0,3.5,4.5,3.5,4.5,4.5,5.0,4.0,4.0,5.0,4.5,4.5,3.0,6.0,3.0,4.0,3.0,4.0,4.0,3.5,4.0,4.0,3.5,4.5,5.0,1.0,4.0,4.0,3.5,6.0
2523,7.0,9.0,3.0,7.0,3.0,6.0,5.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,8.0,3.5,5.5,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,6.5,0.5,6.0,8.0,7.0,10.0
2601,7.0,8.0,3.0,5.0,4.0,7.0,3.0,3.0,4.0,3.0,4.5,3.5,3.0,3.0,7.0,4.0,6.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,7.0,6.0
2603,7.0,9.0,7.0,5.5,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,6.0,5.5,5.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,7.0,7.0
2605,3.0,6.0,3.0,8.0,9.0,9.0,8.0,9.0,8.0,2.0,9.0,8.0,1.0,1.0,9.0,9.0,5.0,4.0,3.0,1.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,10.0,7.0,2.0,9.0,5.0,10.0
2606,5.0,6.0,5.0,6.0,6.5,5.0,6.0,6.0,5.0,3.0,8.0,4.0,3.0,3.0,7.0,6.0,4.0,4.0,4.0,4.0,6.0,7.0,6.0,6.0,7.0,10.0,8.0,4.0,4.0,5.0,4.0,5.0,7.0
2617,3.0,5.0,7.0,5.0,8.0,6.0,7.0,7.0,6.0,3.0,8.5,5.0,3.0,6.0,5.0,7.0,2.5,6.0,6.5,5.0,8.0,7.0,6.0,7.0,8.0,5.0,7.0,3.5,6.0,10.0,9.0,8.0,6.5
