party_id,position,eu_salience,lrecon,lrecon_salience,galtan,galtan_salience,lrgen,immigrate_policy,immigra_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,redistribution,redist_salience,environment,enviro_salience,spendvtax,deregulation,econ_interven,civlib_laworder,sociallifestyle,religious_principles,ethnic_minorities,nationalism,urban_rural,protectionism,regions,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership
2618,7.0,8.5,8.0,7.0,2.5,7.0,5.0,3.0,4.5,2.5,4.0,3.0,3.5,7.0,7.0,5.0,5.0,6.5,8.0,7.0,3.0,3.0,2.0,3.0,2.5,1.0,2.5,2.0,1.0,4.0,1.5,5.5,6.0
2619,1.0,8.0,10.0,6.5,10.0,10.0,9.5,10.0,9.0,0.0,10.0,9.0,0.5,8.5,7.0,9.0,5.5,9.5,9.5,9.0,9.5,10.0,9.0,10.0,10.0,5.0,7.5,7.0,9.0,8.0,9.5,7.0,6.0
2620,7.0,8.0,1.0,8.0,1.0,9.0,1.0,2.0,7.0,1.0,2.0,7.0,2.0,1.0,9.0,1.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.5,3.0,1.0,6.0,5.0,7.0,3.0
2621,7.0,8.0,4.0,5.0,0.0,10.0,2.0,2.0,7.0,2.0,2.0,5.0,2.0,3.0,6.0,2.0,8.0,2.0,4.5,3.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,4.5,3.0,6.0,6.5
2701,3.0,5.0,3.0,8.0,8.0,6.0,4.0,6.0,3.0,2.0,6.0,2.0,2.0,3.0,8.0,6.0,2.0,4.0,3.0,3.0,6.0,8.0,7.0,5.0,8.0,7.0,7.0,6.0,1.0,2.0,2.0,3.0,10.0
2705,6.0,8.0,7.0,7.0,6.0,6.0,7.0,5.0,3.0,2.0,5.0,2.0,1.5,7.0,6.5,6.0,2.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,4.0,3.5,4.0,0.0,4.0,3.0,7.0,8.0
2706,6.5,6.0,5.5,5.0,6.0,5.0,6.0,5.5,3.0,2.5,4.0,2.0,1.5,6.0,4.0,5.0,2.5,6.0,5.0,5.5,5.0,5.5,6.0,0.0,3.0,5.0,5.0,0.5,0.5,2.0,2.0,4.5,8.5
2711,6.0,6.0,7.5,6.0,8.0,5.5,7.0,6.5,4.0,1.5,7.0,3.5,1.0,7.0,6.0,6.0,2.0,6.5,7.0,7.0,7.0,8.0,6.0,6.0,8.0,4.0,5.0,4.5,2.0,5.5,6.0,7.0,10.0
2712,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,3.0,6.0,2.0,1.5,6.0,6.0,6.0,2.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,3.0,4.0,10.0
2713,7.0,9.0,7.0,7.0,2.0,8.0,6.0,3.0,4.0,3.0,4.0,2.5,2.5,6.0,7.0,4.0,5.0,5.0,6.5,7.0,3.0,2.0,2.0,4.0,3.0,2.0,3.5,3.0,1.0,5.0,7.0,10.0,5.0
2714,5.0,6.0,5.0,5.0,7.0,4.0,4.0,5.0,4.0,2.0,6.0,3.0,1.0,4.0,7.0,5.0,2.0,4.0,4.0,4.0,6.0,5.0,6.0,5.5,6.0,4.0,6.0,5.0,1.0,2.0,4.0,5.0,10.0
2803,5.0,4.0,3.0,7.0,9.0,5.0,4.0,10.0,10.0,1.0,9.0,6.0,2.0,2.0,8.0,8.0,2.0,3.0,2.0,0.0,8.0,9.0,6.5,7.0,8.0,7.0,8.0,7.0,7.0,2.0,2.0,2.0,10.0
2804,6.0,6.0,6.0,5.5,7.5,7.0,6.0,6.0,6.0,2.5,3.5,4.5,2.0,4.0,5.0,5.5,4.5,4.5,5.0,4.5,6.0,7.5,7.5,0.5,4.0,7.0,5.0,2.5,3.5,3.0,4.0,4.0,6.0
2805,5.0,6.0,6.0,5.0,8.0,8.0,6.0,6.5,6.0,3.0,7.5,5.0,2.0,5.5,5.0,6.0,3.0,5.5,5.0,6.0,6.0,8.0,9.5,5.0,6.5,7.0,6.0,5.0,3.5,3.0,4.0,6.5,6.0
2809,2.5,5.0,5.0,4.0,9.0,9.0,8.0,10.0,9.0,1.0,10.0,9.0,0.0,4.0,7.0,8.0,2.0,4.0,4.0,2.0,8.0,10.0,9.0,9.0,10.0,7.5,9.0,7.0,8.0,3.5,3.5,2.0,9.0
2812,3.0,6.0,8.0,9.0,3.0,6.5,7.0,9.0,7.0,2.0,7.0,5.5,2.5,9.0,8.0,7.0,4.0,8.0,9.5,9.0,3.0,4.0,2.0,5.0,5.0,2.0,2.0,5.0,5.5,2.5,4.0,8.0,9.0
2813,7.0,7.0,6.0,5.5,5.0,5.5,5.0,5.0,5.0,2.5,3.0,4.5,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.5,0.0,4.0,6.0,4.5,2.0,2.5,3.0,1.5,4.5,7.0
2814,5.0,4.0,6.0,5.0,7.0,7.0,7.0,8.0,6.0,3.0,8.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,5.5,6.0,6.0,7.0,8.0,5.0,7.0,5.0,5.0,5.0,5.0,9.0,10.0,10.0,10.0
2816,7.0,7.0,8.0,5.0,5.0,5.0,5.0,7.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,5.0,6.0,7.0,7.0,6.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,6.0,2.0,3.0,8.0
2817,1.0,6.5,4.0,3.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,1.0,7.5,7.5,1.0,2.0,2.0,0.0,10.0,10.0,9.5,10.0,10.0,8.0,10.0,9.0,9.5,6.5,10.0,8.0,10.0
2818,3.0,4.0,4.0,5.0,8.0,8.0,7.0,10.0,9.0,0.0,9.0,9.5,0.0,2.5,6.0,7.0,2.0,4.0,4.0,2.5,8.5,9.0,8.0,8.0,8.5,6.0,8.0,7.0,7.5,7.0,8.5,8.0,10.0
2819,7.0,10.0,5.0,7.0,1.0,9.0,4.0,3.0,4.0,2.0,2.5,4.0,1.5,4.0,6.0,1.0,9.0,2.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.5,0.0,3.0,3.0,9.0,3.0
2820,7.0,9.5,6.5,8.0,3.0,8.0,5.0,3.5,4.0,2.0,3.0,5.0,2.0,6.0,6.0,2.0,8.0,5.0,6.0,6.0,2.5,1.0,1.0,2.0,1.0,1.5,2.5,2.0,1.0,2.5,2.5,9.0,4.0
2821,7.0,8.0,6.0,7.0,5.5,6.0,6.0,5.0,5.0,3.5,4.5,4.5,3.0,5.0,5.0,4.0,6.5,5.0,5.5,5.5,3.5,4.5,4.5,3.5,4.0,3.0,3.5,4.0,1.5,2.5,2.5,9.0,6.0
2902,5.5,7.0,7.0,7.5,9.5,9.0,9.0,10.0,10.0,0.0,10.0,9.0,0.5,7.0,7.0,7.0,3.5,7.5,8.0,7.5,9.0,9.0,8.0,8.0,9.0,6.5,4.0,3.0,7.5,5.5,7.0,6.5,10.0
2903,7.0,8.0,3.0,6.0,2.0,7.0,2.5,3.0,6.0,2.0,2.5,6.0,2.0,2.0,8.0,3.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,6.0,4.0,2.0,4.0,3.0,6.0,5.0
2905,6.0,7.0,7.5,8.0,8.0,8.0,7.0,8.0,7.0,2.0,8.0,7.0,2.0,7.0,7.0,6.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,3.0,3.0,6.0,5.0,5.0,6.0,7.0
2906,6.0,5.0,3.5,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.5,3.0,7.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,4.5,2.0,4.0,4.0,5.0,7.0
2907,3.0,3.0,6.0,3.5,9.0,8.5,9.0,10.0,10.0,1.0,10.0,9.0,0.5,7.0,6.0,7.0,3.0,6.0,5.0,5.0,9.0,9.0,3.5,9.5,10.0,5.0,7.5,6.0,8.0,4.5,8.5,6.0,10.0
2911,7.0,7.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,7.0
2912,5.0,6.0,0.0,7.0,0.0,8.0,0.0,1.0,8.0,1.0,0.5,7.0,1.0,1.0,9.0,2.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,1.0,6.0,7.0,8.0,4.0
2913,6.0,7.0,4.0,6.0,3.0,6.0,4.5,5.0,5.0,3.0,4.5,4.0,3.0,3.0,7.0,5.0,6.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.5,3.0,4.0,4.0,6.0,7.0
2915,6.0,8.0,4.5,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.5,3.0,4.0,3.0,6.0,8.0
3101,7.0,9.0,5.0,7.0,7.0,8.0,7.0,7.5,6.0,2.5,7.0,5.0,3.5,5.0,6.0,6.0,3.0,5.0,5.0,4.0,6.5,7.0,8.0,6.0,7.0,6.0,5.5,7.0,1.0,2.0,0.5,3.0,8.0
3102,7.0,8.0,4.0,7.0,2.0,8.0,3.0,4.0,4.0,2.0,4.0,5.0,2.5,3.0,7.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,3.0,1.0,6.0,8.0
3103,7.0,6.0,4.0,6.0,5.0,7.0,5.0,6.0,3.0,2.0,5.0,2.0,2.0,4.0,5.5,4.0,5.0,4.0,4.0,3.5,5.0,4.0,5.0,4.0,4.0,8.0,7.0,4.0,0.0,4.0,3.0,5.0,8.0
3104,7.0,6.0,7.0,8.5,3.5,5.5,5.0,5.0,3.0,2.0,5.0,2.5,2.0,6.0,5.0,6.5,3.0,8.0,8.0,8.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,0.0,3.0,2.0,6.0,8.5
3105,7.0,8.0,7.0,7.0,2.0,7.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,6.0,4.0,6.0,3.0,7.0,7.0,7.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,0.0,3.0,1.0,3.0,9.0
3106,7.0,8.0,6.0,7.0,2.0,8.0,3.0,4.0,3.0,1.0,2.0,4.5,1.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,3.0,1.0,4.0,8.0
3107,3.0,4.0,4.0,5.0,9.0,7.0,8.0,9.0,5.0,1.0,9.0,3.0,1.0,4.0,6.0,5.5,3.0,5.0,5.0,4.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,1.0,3.0,5.0,7.0,4.0,9.0
3108,6.0,3.0,3.0,7.0,5.0,3.0,4.0,5.0,3.0,1.5,5.0,0.5,1.5,3.5,7.0,6.0,2.0,2.5,2.5,2.0,5.0,5.0,3.5,5.0,5.0,4.5,5.0,5.0,0.0,4.5,1.0,4.0,7.5
3110,7.0,6.0,3.0,4.5,3.0,9.0,3.0,4.0,2.5,2.0,1.5,4.5,1.0,3.0,6.0,4.0,3.5,3.0,3.0,2.0,3.0,2.0,1.5,0.0,2.5,5.0,6.0,3.0,0.0,3.5,1.5,4.0,9.0
3115,4.0,5.0,6.0,6.0,9.0,7.0,8.0,9.0,7.0,2.0,9.0,5.0,1.5,5.0,6.0,5.0,4.0,6.0,5.0,5.0,8.0,9.0,9.0,8.0,9.0,7.0,8.0,3.0,2.0,8.0,8.0,8.0,8.0
3116,2.0,8.0,2.0,7.0,5.0,4.0,4.0,7.0,5.5,2.0,6.0,4.0,3.0,2.0,8.0,4.5,5.5,4.0,2.5,2.0,4.0,4.5,3.5,5.0,5.0,4.0,8.5,4.0,2.0,8.5,10.0,9.0,8.0
3117,5.0,4.0,4.0,6.0,6.0,4.0,5.0,5.5,2.0,1.0,5.0,1.0,2.0,4.0,6.0,6.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,5.5,3.0,0.0,2.5,2.5,2.0,10.0
3118,7.0,6.5,7.0,7.5,2.5,5.5,5.0,5.0,3.0,1.0,5.0,3.0,1.0,5.5,5.0,7.0,3.5,7.0,6.5,7.0,4.0,3.0,2.5,3.0,3.0,3.0,3.5,3.0,0.0,3.0,1.5,4.0,9.5
3119,2.5,7.5,7.5,3.5,9.0,9.5,9.0,9.0,9.0,1.0,9.5,7.0,0.5,5.0,6.0,6.0,3.0,5.5,5.0,5.5,9.0,9.0,9.0,9.0,10.0,6.0,8.0,7.5,6.5,8.0,8.5,7.0,9.0
3401,3.0,3.0,6.5,9.0,10.0,9.0,8.0,4.5,8.0,4.5,6.0,8.0,3.0,7.0,3.0,10.0,0.5,5.0,6.5,5.0,10.0,9.5,10.0,9.0,10.0,6.0,3.5,10.0,,3.5,8.5,0.0,10.0
3402,6.0,5.0,4.0,9.0,3.0,8.0,3.5,8.5,9.0,4.0,7.0,9.0,2.0,3.0,7.0,2.5,7.5,2.0,3.5,4.0,3.0,3.0,0.0,5.0,4.0,3.0,4.5,5.0,,4.0,4.5,10.0,6.0
3403,2.0,2.0,7.0,5.0,10.0,8.0,9.0,8.0,10.0,1.0,9.0,9.0,0.5,5.5,3.0,8.0,1.0,5.0,5.0,4.0,10.0,10.0,8.0,10.0,10.0,7.0,5.0,10.0,,5.0,5.0,0.0,10.0
3407,6.5,5.0,2.0,6.5,1.5,8.0,2.0,2.5,5.0,2.0,1.5,2.5,2.0,1.0,8.5,0.0,8.0,1.0,3.0,4.0,0.5,1.0,0.0,0.0,0.5,4.0,5.5,0.0,,6.5,8.0,8.5,3.5
3408,4.0,1.0,5.0,8.0,6.0,5.0,7.0,8.0,7.0,2.5,9.0,7.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,7.0,8.0,5.0,5.0,8.0,,5.0,6.0,8.0,7.0
3501,5.0,4.0,3.0,8.0,3.0,4.0,4.0,5.0,5.0,7.0,4.0,5.0,6.0,3.0,7.0,5.0,5.0,2.0,4.0,3.0,6.0,2.0,3.0,3.0,4.0,4.0,6.0,6.0,1.0,2.0,1.0,1.0,6.0
3502,3.0,4.0,8.0,5.0,8.0,8.5,9.0,10.0,10.0,0.0,10.0,10.0,1.0,7.0,6.0,9.0,2.0,9.0,9.0,7.0,9.0,6.0,6.0,9.0,9.0,5.0,4.0,6.0,9.0,7.0,7.0,1.0,7.0
3503,6.5,4.5,7.5,8.0,5.5,3.0,6.5,7.0,6.0,4.0,6.0,6.0,4.5,6.0,6.5,6.0,4.5,7.0,7.5,7.0,6.0,4.0,4.0,5.5,4.0,2.5,2.5,6.0,2.5,2.5,1.0,1.0,7.0
3504,2.0,6.0,2.0,7.0,1.0,5.5,2.0,2.0,7.0,2.0,2.0,6.0,3.0,1.0,8.0,2.0,8.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,4.0,0.0,5.0,4.0,2.5,4.0
3505,1.0,9.0,5.0,5.0,7.0,5.5,5.0,7.0,5.0,3.0,7.0,5.0,3.5,4.0,5.0,5.0,5.0,4.0,3.0,3.0,6.0,6.0,5.0,6.0,7.0,10.0,10.0,0.0,2.0,8.0,7.0,1.0,5.0
3506,3.5,2.0,5.0,3.5,8.0,8.5,6.0,3.5,5.5,3.0,5.0,5.5,5.0,4.0,5.0,5.0,4.5,4.0,5.0,4.5,5.0,6.5,9.0,5.0,5.5,6.0,5.0,4.0,1.0,4.0,2.0,0.5,3.0
3507,6.0,3.0,7.0,6.0,1.5,6.0,6.0,3.0,6.0,4.0,3.5,6.0,3.0,6.0,5.0,4.0,6.0,6.0,7.0,6.5,2.0,1.5,2.0,3.5,2.5,4.5,3.0,4.0,0.5,4.5,1.5,0.5,4.0
3508,4.5,2.0,4.5,3.0,2.0,7.0,4.0,3.5,5.0,5.0,4.0,3.5,4.0,4.0,3.5,0.5,10.0,4.0,3.5,3.5,2.5,1.5,3.0,4.0,3.0,3.5,5.5,5.0,0.0,5.5,2.5,1.0,3.5
3509,1.0,6.0,0.0,8.0,1.0,5.5,0.0,2.0,6.0,2.5,3.0,5.0,3.0,0.0,10.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,9.0,4.5,0.0,7.0,6.0,2.5,3.0
3601,1.0,9.0,8.0,4.0,9.0,8.0,9.0,10.0,10.0,0.0,10.0,9.0,0.0,8.0,3.0,9.0,2.0,9.0,7.0,7.0,9.0,8.0,6.0,9.0,10.0,9.0,7.0,2.0,5.0,10.0,8.0,0.0,8.0
3602,5.0,6.0,2.0,7.0,1.0,8.0,1.0,2.0,5.0,2.0,2.0,6.0,2.0,1.0,9.0,2.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0,5.5,0.0,7.0,2.0,1.0,5.0
3603,5.0,6.0,8.0,8.0,5.0,6.0,7.0,7.0,5.0,4.0,7.0,5.0,3.0,8.0,6.0,7.0,5.0,9.0,9.0,9.0,6.0,4.0,1.0,4.0,4.0,3.0,2.0,5.5,0.0,5.0,0.0,0.0,6.0
3604,4.0,5.0,5.0,6.0,5.0,5.5,5.0,5.0,4.0,4.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,6.0,6.0,2.5,1.0,5.0,0.0,0.0,6.0
3605,5.0,5.0,2.0,4.0,0.0,9.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,6.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,7.0,2.0,0.5,4.0
3606,6.0,5.5,6.0,6.0,2.0,6.0,5.0,4.0,3.0,3.0,3.5,2.5,3.0,6.0,4.5,3.0,8.5,6.5,6.0,6.0,3.0,0.0,1.0,2.0,1.5,1.0,3.5,6.5,0.0,5.5,1.5,0.5,5.0
3607,4.0,4.0,4.5,4.0,7.0,4.5,4.5,4.5,4.0,3.5,4.5,5.5,2.0,3.5,5.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,10.0,4.0,5.0,5.0,5.5,5.0,1.0,6.0,2.0,1.5,7.0
3612,4.0,5.5,6.0,5.5,6.0,4.0,6.0,6.0,4.0,4.0,6.5,3.5,2.0,5.5,4.0,5.0,4.5,5.5,5.5,5.5,6.0,6.0,5.0,5.5,6.0,7.0,5.5,4.0,0.5,6.5,1.5,0.5,5.5
3701,6.0,8.0,5.5,8.5,2.0,8.5,5.5,4.5,8.0,2.5,5.0,4.0,3.5,3.5,8.0,8.5,4.5,5.5,7.0,5.5,1.5,1.0,2.5,5.0,2.5,3.0,2.5,5.0,2.0,3.0,5.0,3.5,7.5
3702,7.0,8.0,6.0,6.0,7.0,5.0,6.0,7.0,8.0,5.0,7.0,5.0,4.5,4.0,7.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,4.0,6.5,1.0,5.0,2.0,3.0,7.0,8.0,6.0
3801,7.0,8.0,6.0,4.0,6.0,3.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,3.0,7.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,4.0,5.0,0.0,3.0,1.0,6.0,7.0
3802,6.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,7.0,3.0,7.0,3.0,4.0,5.0,3.0,0.0,5.0,5.0,5.0,7.0,4.0,5.0,0.0,5.0,3.0,6.0,5.0
3803,7.0,7.0,5.0,2.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0,7.0,3.0,6.0,7.0,5.0,6.0,2.0,5.0,0.0,4.0,6.0,5.0,1.0,2.0,5.0,0.0,2.0,1.0,3.0,7.0
3804,7.0,5.0,4.0,5.0,4.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,3.0,7.0,5.0,7.0,3.0,4.0,6.0,5.0,0.0,2.0,5.0,5.0,5.0,4.0,5.0,0.0,3.0,1.0,3.0,7.0
3805,3.0,3.0,8.0,5.0,8.0,7.0,8.0,7.0,7.0,2.0,8.0,8.0,1.0,3.0,6.0,3.0,5.0,2.0,5.0,6.0,7.0,5.0,7.0,8.0,7.0,7.0,6.0,,1.0,8.0,7.0,8.0,4.0
3806,3.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,7.0,5.0,4.0,4.0,3.0,1.0,7.0,5.0,5.0,2.0,2.0,8.0,2.0,0.0,2.0,4.0,3.0,5.0,6.0,,0.0,7.0,6.0,8.0,5.0
3807,4.0,3.0,7.0,6.0,4.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,2.0,6.0,3.0,5.0,5.0,6.0,7.0,3.0,2.0,2.0,3.0,7.0,6.0,5.0,6.0,,1.0,9.0,8.0,8.0,3.0
4001,6.0,8.0,8.0,7.5,6.5,3.5,7.5,8.0,7.0,6.0,7.0,4.0,6.0,8.0,4.5,8.0,2.5,7.5,8.5,8.5,7.5,5.0,6.5,6.0,5.5,3.0,2.0,2.0,4.5,2.0,1.5,4.0,8.5
4003,5.0,6.0,2.5,6.5,2.5,7.0,3.0,2.0,6.0,2.0,2.5,7.0,2.0,1.0,8.0,2.5,7.5,2.0,2.0,2.0,2.5,2.5,1.0,3.0,2.5,5.0,6.0,2.0,0.5,5.5,5.5,7.5,7.0
4004,6.0,7.5,6.0,7.0,6.0,4.5,5.5,7.0,6.0,3.5,6.5,4.0,3.5,4.5,5.5,5.5,3.0,5.0,6.0,4.5,5.0,4.0,5.5,5.0,5.5,4.0,4.0,3.0,2.5,4.0,3.0,6.5,8.5
4005,5.5,6.5,4.5,5.5,6.0,3.5,4.5,7.0,6.0,3.5,6.5,4.0,3.0,4.0,6.0,6.0,4.0,4.0,4.5,3.5,5.0,4.5,3.5,5.0,4.5,4.0,4.0,3.0,3.0,3.5,4.5,6.0,8.5
4006,5.0,6.5,4.0,5.5,3.0,6.5,4.5,4.0,4.5,2.0,5.5,4.0,2.0,2.0,7.0,1.5,8.5,3.0,3.0,4.0,3.5,3.5,2.5,4.0,4.0,5.0,5.5,4.0,2.0,4.0,6.0,8.0,5.5
4007,5.0,6.5,4.5,6.5,3.5,5.5,4.5,5.5,4.5,3.0,6.0,4.0,2.5,5.0,6.0,5.0,5.5,3.5,4.0,4.0,4.0,3.5,3.5,4.5,4.0,5.0,5.0,4.0,3.0,3.5,4.5,7.0,8.0
4008,5.0,6.0,7.0,5.5,7.5,4.5,7.0,9.0,7.5,3.0,8.5,4.0,2.0,5.5,5.0,6.0,2.5,5.0,6.0,5.5,7.0,6.0,6.5,7.0,6.5,5.0,6.0,4.0,6.5,5.5,4.0,5.0,8.0
4009,3.5,3.5,7.5,6.5,10.0,4.0,10.0,10.0,9.5,1.5,10.0,9.0,0.5,6.0,5.5,7.0,2.5,6.0,5.5,4.0,9.0,9.5,9.0,9.0,10.0,5.0,7.0,4.0,8.5,6.5,6.5,6.0,9.5
4501,2.0,2.0,7.0,9.0,4.0,3.0,8.0,6.0,5.0,3.0,7.0,6.0,3.0,7.0,6.0,6.0,5.0,8.0,7.0,6.0,4.0,3.0,4.0,5.0,7.0,6.0,3.0,5.0,0.0,1.0,0.0,1.0,10.0
4502,2.0,2.0,3.0,7.0,1.0,7.0,2.0,3.0,6.0,2.0,2.0,6.0,2.0,2.0,7.0,0.0,9.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,7.0,5.0,0.0,4.0,0.0,5.0,8.0
4503,1.0,4.0,5.0,8.0,4.0,4.0,5.0,5.0,3.0,2.0,6.0,5.0,2.0,4.0,6.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,3.0,5.5,7.0,10.0,9.0,4.0,0.0,2.0,0.0,1.0,8.0
4504,1.0,7.0,6.0,10.0,6.0,7.0,6.0,9.0,8.0,2.0,10.0,7.0,1.0,6.0,5.0,8.0,5.0,6.0,7.0,6.0,5.0,5.0,4.0,5.0,9.0,10.0,9.0,4.0,2.0,3.0,5.0,1.0,10.0
4505,6.0,7.0,3.0,8.0,1.0,7.0,3.0,3.0,7.0,2.0,2.0,6.0,2.0,2.0,8.0,1.0,8.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,6.0,0.0,5.0,0.0,6.0,8.0
4506,5.0,5.0,4.0,7.0,0.0,7.0,4.0,1.0,7.0,1.0,1.0,6.0,1.0,3.0,6.0,4.0,5.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,7.0,7.0,10.0,3.0
4507,7.0,8.0,6.0,9.0,1.0,5.0,7.0,2.0,3.0,2.0,1.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,7.0,6.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0,4.0,0.0,5.0,8.0
4508,1.0,1.5,4.0,6.0,4.0,3.5,4.0,7.5,4.5,1.5,7.5,5.0,0.5,1.0,7.0,7.5,3.0,4.0,3.5,1.5,3.5,3.5,1.5,,7.0,4.5,5.0,5.0,3.0,4.0,3.0,2.5,9.0
